name,country,city,employees,bucket,source,specialty,build_signal,source_url,oncology_tags,tier,score,score_breakdown,exclusion_reason,growth_12m_pct,growth_3m_pct,follower_growth_12m_pct,last_funding_round,last_funding_date,total_investment_usd,role_eng_pct,role_ops_pct,role_research_pct,role_qa_pct,rev_lower_usd,rev_higher_usd,founded_year,acquisition_status,ipo_date,follower_count,linkedin_id_resolved
Elanco Deutschland GmbH (incl. ex-Bayer AH),DEU,Bad Homburg + Leverkusen + Cuxhaven (Riems via tie-ins),"~1,200",veterinary_pharma,research,"Companion-animal pharma (Seresto, Advantix), livestock antibiotics, biologicals",Cuxhaven sterile line modernisation EUR 60 m (2024); Leverkusen API consolidation,https://www.elanco.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Evonik Health Care,DEU,Hanau / Darmstadt,"~1,200 (HC)",vaccines,research,Lipid excipients (PEGylated lipids) and LNP CDMO services,,https://healthcare.evonik.com/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,0.0,0.0,0.0,,,,,,,,0,0,,,,24653,10422489
Groninger & Co.,DEU,Crailsheim + Schnelldorf,"~1,200",bioprocess_vendors,research,"Vial/syringe fill-finish, RTU lines, robotic fillers",,https://www.groninger.de/en/company/innovation-center.html,,Excluded,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,direct_competitor,,,,,,,,,,,,,,,,,
Bundesinstitut für Risikobewertung (BfR),DEU,Berlin,"~1,100",academic_gmp,research,Reference analytical labs (food/chemicals adjacent to pharma),,https://www.bfr.bund.de,,Tier 3,4,industry=1/3 capability=1/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Servier Deutschland GmbH,DEU,"München, Gernsheim (toll partners)","~1,100",originator_pharma,research,"Cardiovascular, oncology, diabetes",EUR 30M München R&D + EUR 50M EU manufacturing footprint 2024,https://www.servier.com/en/newsroom,oncology_general,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,-11.607142857142858,-1.0,38.659793814432994,,,,,,,,20000000,50000000,,,,1883,69712149
Lundbeck GmbH,DEU,Hamburg-Allermöhe,"~1,050 (DE incl. plant)",originator_pharma,research,"CNS (Cipralex/escitalopram), depression, schizophrenia",EUR 40M Hamburg solid-dose & packaging 2025,https://www.lundbeck.com/global/media,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,33.33333333333333,0.0,0.0,,,,,,,,0,0,,,,23,12302482
Hermes Arzneimittel,DEU,Großhesselohe / Wolfratshausen,"~1,000",originator_pharma,research,"Effervescent tablets, branded OTC (Biolectra, Doppelherz partner)",EUR 60M Wolfratshausen effervescent line 2024,https://www.hermes-arzneimittel.com/de/presse,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,0.0,1.8867924528301887,59.42079553384508,,,0,,,,,20000000,50000000,1907,,,4569,77606374
Neuraxpharm Group,DEU,Langenfeld (Düsseldorf),"~1,000 (group)",originator_pharma,research,"CNS specialty (psychiatry, neurology)",Owned plant in Spain; portfolio M&A bolt-ons 2024–25,https://www.neuraxpharm.com/about-us/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,7.647058823529412,2.463605823068309,15.330048505531163,,,0,,,,,500000000,1000000000,1985,acquired,,60155,12592927
URSAPHARM Arzneimittel,DEU,Saarbrücken,"~1,000","originator_pharma,specialty_orphan",research,Ophthalmology specialty (own manufacturing eye drops),Continuous clean-room investment in own plant,https://ursapharm.de/en/company/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,10.702341137123746,2.476780185758514,39.90284524635669,,,0,,,,,500000000,1000000000,1974,,,6048,3848942
WALA Heilmittel,DEU,Bad Boll (Eckwälden),~800,originator_pharma,research,Anthroposophic + homeopathic medicines; Dr. Hauschka,Foundation-owned; ongoing Bad Boll investment,https://www.wala.world/en/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,14.696485623003195,2.6133115557370354,32.01395572666025,,,0,,,,,500000000,1000000000,1935,,,10973,1347494
Dr. Wolff Group (Alcina/Linola/Plantur),DEU,Bielefeld,~750,originator_pharma,research,"Hair, derm, gynecology (Vagisan)","Bielefeld plant ongoing, R&D €40m+/yr",https://www.drwolffgroup.com/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,-50.0,-50.0,0.0,,,,,,,,500000,1000000,2012,,,122,53197143
Buchi Labortechnik,CHE,Flawil,~700,bioprocess_vendors,research,"Spray drying, lyophilization, NIR (ProxiMate) for biopharma",,https://www.buchi.com/en/about-us/global-locations,,Tier 3,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,,0.0,0.0,0.0,,,,,,,,500000,1000000,,,,32,33729504
Hosokawa Alpine AG,DEU,Augsburg,~700,bioprocess_vendors,research,"Powder process, containment",,https://www.hosokawa-alpine.com/,cytostatika_hpapi,Tier 3,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,,0.0,0.0,0.0,,,,,,,,0,0,,,,2,97143677
Niedersächsisches Landesamt für Verbraucherschutz (LAVES),DEU,Oldenburg,~700,academic_gmp,research,Veterinary diagnostic + medicines surveillance,,https://www.laves.niedersachsen.de,,Tier 3,4,industry=1/3 capability=1/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Bausch + Lomb / Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,DEU,Berlin,~650 (DACH); site DE,specialty_orphan,research,Ophthalmology specialty (own Berlin plant),,https://www.linkedin.com/company/dr.-gerhard-mann-chem.-pharm.-fabrik-gmbh,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,-4.3478260869565215,-4.3478260869565215,0.0,,,,,,,,100000000,500000000,,,,380,41333834
Bundesamt für Gesundheit (BAG/OFSP),CHE,Bern (Liebefeld),~600,academic_gmp,research,Policy + reference labs (no mfg),,https://www.bag.admin.ch,,Tier 3,4,industry=1/3 capability=1/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Charles River Laboratories Germany,DEU,Erkrath / Köln,~600 (DE),bioprocess_vendors,research,"Endotoxin, micro, biologics testing",,https://www.criver.com/locations/germany,,Tier 3,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,,0.0,0.0,0.0,,,,,,,,0,0,,,,2,41188013
Getinge Deutschland GmbH,DEU,Rastatt,~600 (DE),bioprocess_vendors,research,"Sterilizers, isolator-adjacent biotech",,https://www.getinge.com/de/,,Excluded,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,direct_competitor,,,,,,,,,,,,,,,,,
Klocke Pharma-Service GmbH (parent of IDT AH packaging),DEU,Appenweier,~600 (group),veterinary_pharma,research,"Sterile sachets + sticks for vet pharma, CDMO packaging",Appenweier high-speed line 2024 (EUR 20 m),https://www.klocke-gruppe.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
LEO Pharma GmbH,DEU,Wien (AT regional),~600 (excluded — below 1000),"originator_pharma,specialty_orphan",research,Dermatology / thrombosis specialty (CH affiliate),—,—,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Midas Pharma,DEU,Ingelheim,~600,vaccines,research,Vaccine excipients and adjuvant API sourcing/distribution,,https://www.midas-pharma.com/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,5.681818181818182,1.824817518248175,22.164357879387563,,,0,,,,,50000000,100000000,1988,,,11729,131380
Pohl-Boskamp GmbH,DEU,Hohenlockstedt,~600 (excluded),originator_pharma,research,—,—,—,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Weiss Klimatechnik / Weiss Pharmatechnik,DEU,Reiskirchen,~600,bioprocess_vendors,research,"HVAC, isolators, RABS, cleanroom",,https://www.weiss-pharmatechnik.de/,,Excluded,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,direct_competitor,,,,,,,,,,,,,,,,,
IMA Life DACH (Edwards/IMA Group),DEU,Koeln + Schoenebeck (IMA Life),~500,bioprocess_vendors,research,"Freeze-dryers, fill-finish, washing, sterilization",,https://ima.it/pharma/contacts/,,Excluded,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,direct_competitor,,,,,,,,,,,,,,,,,
Centogene N.V.,DEU,Rostock,~450–500,specialty_orphan,research,"Rare disease genetic diagnostics + biomarker-led drug partnerships (Gaucher, Fabry, LSDs)",Own CLIA/CAP-accredited central lab in Rostock,https://www.centogene.com/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,13.086419753086421,3.3860045146726865,31.895549527528544,post_ipo_debt,2023-06-28,224933433,,,,,500000000,1000000000,2006,,2019-11-07,44247,1318599
Ceva Tiergesundheit GmbH,DEU,Dusseldorf (HQ) + Riems-Insel collaboration,~450,veterinary_pharma,research,"Poultry + ruminant vaccines, reproduction biologicals, antiparasitics",New Dessau autogenous vaccine line 2024 (~EUR 25 m via Ceva-IDT JV),https://www.ceva.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
MEDICE Arzneimittel Pütter,DEU,Iserlohn,"~450 (HQ) / 1,000 (group)","originator_pharma,specialty_orphan",research,"ADHD (Medikinet), psychiatry, pediatrics, neurology",Cologne 2nd site opened; ongoing solid+liquid line capacity,https://medice.com/en-de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,7.142857142857142,0.0,22.32704402515723,,,0,,,,,500000,1000000,2019,,,389,79420948
WDT eG (Wirtschaftsgenossenschaft deutscher Tierärzte),DEU,Garbsen,~450,veterinary_pharma,research,"Vet pharma cooperative, own-brand vet products",,https://www.wdt.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,0,0,,,,,72819785
Donaldson Filtration / Solaris (acq. 2021),DEU,Haan DE + Porto Mantovano,~400 DACH,bioprocess_vendors,research,"Process gas/liquid filters, Solaris bioreactors",,https://www.donaldson.com/en-eu/about-us/locations/,,Tier 3,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,,-20.0,-20.0,0.0,,,,,,,,500000,1000000,,,,2,15371682
WDT (Wirtschaftsgenossenschaft deutscher Tierarzte),DEU,Garbsen,"~400 (group, incl. Selectavet)",veterinary_pharma,research,"Generic vet pharma, autogenous vaccines, infusion solutions, dental",Garbsen sterile production hall 2024 (EUR 30 m); Selectavet Weyarn line upgrade,https://www.wdt.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,0,0,,,,,72819785
Starlab,DEU,Hamburg,316,bioprocess_vendors,crustdata,Biotechnology Research / We believe in progress through science. Our solutions enable bright minds to cha,-3.951367781155015% growth,http://www.starlabgroup.com,,Tier 3,4,industry=0/3 capability=1/2 size=2/2 trigger=1/2,,-3.951367781155015,-2.1671826625387,13.580246913580247,,,0,,,,,20000000,50000000,1998,,,6256,10820838
Allergopharma (Dermapharm Group),DEU,Reinbek,~300 (excluded — below 1000),"originator_pharma,specialty_orphan,vaccines",research,Allergen products + COVID vaccine filling site for BioNTech,—,—,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
DR. KADE Pharmazeutische Fabrik,DEU,Berlin,~300 (170 prod),originator_pharma,research,"Gynecology, dermatology OTC",Berlin Ullsteinhaus + Rigistr. site,https://www.kade.de/en/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,10.465116279069768,3.260869565217391,45.058479532163744,,,0,,,,,20000000,50000000,,,,4961,43359820
Österreichische Agentur für Gesundheit (BASG/AGES Medizinmarktaufsicht),AUT,Vienna,~300,academic_gmp,research,GMP inspectorate (within AGES),,https://www.basg.gv.at,,Tier 3,4,industry=1/3 capability=1/2 size=2/2 trigger=0/2,,0.0,0.0,,,,,,,,,0,0,,,,,97345992
Marchesini Group Deutschland,DEU,Aalen / Kassel,~250 (DACH),bioprocess_vendors,research,"Pharma packaging, fillers, isolator integration",,https://www.marchesini.com/de,,Excluded,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,direct_competitor,,,,,,,,,,,,,,,,,
Max-Planck-Institut für molekulare Biomedizin / MPI translational arms,DEU,Münster,~250,academic_gmp,research,Pre-GMP translational research; not mfg,,https://www.mpi-muenster.mpg.de,,Tier 3,4,industry=1/3 capability=1/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Vaxxinova Deutschland GmbH (formerly IDT Biologika autogenous unit),DEU,Münster / Leipzig,~250,veterinary_pharma,research,"Autogenous + custom vaccines, fish, poultry, swine",,https://www.vaxxinova.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Albrecht GmbH (Pharma Vet),DEU,Aulendorf,~240,veterinary_pharma,research,"Companion + livestock vet pharma, importer/distributor, own-brand generics",Aulendorf API + finished-dose plant 2024 (EUR 10 m),https://www.albrecht-vet.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Fraunhofer IBMT,DEU,Sulzbach,~220,academic_gmp,research,"GMP biobanking, stem-cell cryo, cellular therapeutics",,https://www.ibmt.fraunhofer.de,,Tier 3,4,industry=1/3 capability=1/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Schaper & Brümmer (MEDICE),DEU,Salzgitter-Ringelheim,~220,originator_pharma,research,Phytotherapy (Esberitox),MEDICE acquired majority 2021; site investment continues,https://www.schaper-bruemmer.com/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Vetoquinol GmbH,DEU,Ravensburg,~220,veterinary_pharma,research,"Antibiotics, NSAIDs, cardiology (Felimazole, Forthyron), reproduction",Ravensburg sterile vial line upgrade 2024 (EUR 12 m),https://www.vetoquinol.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Dr. E. Graeub AG,CHE,Bern,~210,veterinary_pharma,research,"Vet pharma (anaesthetics, hormones, generics), Swiss market leader generics",Bern site modernisation 2024-2025 (CHF 15 m),https://www.graeub.ch,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,-6.451612903225806,-3.3333333333333335,33.01587301587301,,,0,,,,,10000000,20000000,1920,,,419,14783022
Phenix Tiergesundheit GmbH,DEU,Bremen,~210,veterinary_pharma,research,"Aquaculture vaccines, fish health biologicals, autogenous","New Bremen aquaculture vaccine plant 2025 (EUR 18 m, BMEL co-funded)",https://www.phenix-tiergesundheit.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
"aniMedica subsidiary Ratiopharm Vet (Teva DE Vet line, Ulm)",DEU,Ulm,~200 (vet-specific lines within Teva DE),veterinary_pharma,research,"Vet generics, antibiotics, sterile vials",Ulm vet-line carve-out announced 2025,https://www.tevapharm.de,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Lichtenheldt Pharmazeutische Fabrik,DEU,Wahlstedt,~200,originator_pharma,research,"Originator + contract mfg (semi-solids, liquids)",Continued automation of Wahlstedt plant,https://lichtenheldt.de/en/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,0.0,0.0,0.0,,,,,,,,500000,1000000,,,,24,9936745
Pascoe Naturmedizin,DEU,Gießen,~200,originator_pharma,research,"Phyto/homeopathic, vitamins, supplements; 450 SKUs",New Gießen production building completed; contract manufacturing capability added 2024,https://www.pascoe.de/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,-16.867469879518072,-2.8169014084507045,22.073757349011224,,,,,,,,10000000,20000000,,,,2284,7027582
SANOVA Pharma,AUT,Vienna + Gallspach,~200,originator_pharma,research,"OTC, prescription, medical systems",4 locations across DACH+CZ; brand+logistics build-out,https://sanova.at/en/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,16.23931623931624,0.7407407407407408,24.307304785894207,,,0,,,,,20000000,50000000,1946,,,1974,393849
Serumwerk Memsen GmbH (vet division),DEU,Bernburg,~200,veterinary_pharma,research,"Infusion solutions, vet biologicals, equine",,https://www.serumwerk.com,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,,,,,,,,,,,,,,,,,
Streuli Pharma,CHE,Uznach,~200,"originator_pharma,veterinary_pharma",research,"Painkillers, vitamins, anti-allergics (human+vet+dental)",Continuous Swiss tech investment; restructuring 2025,https://streuli-pharma.ch/,,Tier 3,4,industry=2/3 capability=0/2 size=2/2 trigger=0/2,,7.6923076923076925,3.7037037037037033,33.61227336122734,,,0,,,,,20000000,50000000,,,,2874,7075084
Wibond / Lindner Group Cleanrooms,DEU,Arnstorf,~200 (cleanroom unit),bioprocess_vendors,research,"Cleanroom panels, walk-on ceilings",,https://www.lindner-group.com/en/business-areas/cleanroom-technology/,,Tier 3,4,industry=0/3 capability=2/2 size=2/2 trigger=0/2,,0.0,0.0,0.0,,,,,,,,0,0,,,,10,29967953
GMT Gummi-Metall-Technik GmbH,DEU,Bühl,197,vaccines,crustdata,Mechanical Or Industrial Engineering / Die GMT-Gruppe ist ein international führender Hersteller von Komponenten und Sy,10.05586592178771% growth,http://www.gmt-gmbh.de,,Tier 3,4,industry=2/3 capability=0/2 size=1/2 trigger=1/2,,10.05586592178771,2.072538860103627,33.2687338501292,,,0,,,,,500000000,1000000000,1968,,,2063,3844376
Weckerle Cosmetics,DEU,Eislingen,197,vaccines,crustdata,Manufacturing / full service with a differenceAs the premier global solutions provider in the co,2.604166666666667% growth,http://www.weckerle-cosmetics.de,,Tier 3,4,industry=2/3 capability=0/2 size=1/2 trigger=1/2,,2.604166666666667,1.5463917525773196,11.047865459249676,,,,,,,,500000000,1000000000,1965,,,4292,879707
Federal Food Safety and Veterinary Office FSVO,CHE,Köniz,194,veterinary_pharma,crustdata,Government Administration / The FSVO is the Swiss federal centre of excellence for the fields of food safety,0.5181347150259068% growth,https://www.blv.admin.ch,,Tier 3,4,industry=2/3 capability=0/2 size=1/2 trigger=1/2,,0.5181347150259068,2.1052631578947367,21.052631578947366,,,,,,,,0,0,,,,5037,1135855
SensoPart,DEU,Gottenheim,194,vaccines,crustdata,Automation Machinery Manufacturing / Detect the Difference with SensoPart! We are a leading German manufacturer speci,6.593406593406594% growth,http://www.sensopart.com,,Tier 3,4,industry=2/3 capability=0/2 size=1/2 trigger=1/2,,6.593406593406594,2.6455026455026456,37.126315789473686,,,0,,,,,50000000,100000000,1994,,,13027,1919764
Fraunhofer ITMP,DEU,Frankfurt,190,academic_gmp,crustdata,Research Services / The Fraunhofer Institute for Translational Medicine and Pharmacology ITMP resear,8.571428571428571% growth,https://www.itmp.fraunhofer.de/de/kontakt.html,,Tier 3,4,industry=1/3 capability=1/2 size=1/2 trigger=1/2,,8.571428571428571,1.0638297872340425,59.932279909706544,,,,,,,,20000000,50000000,2021,,,2834,89260638
FFG Fair Friend Group,DEU,Eislingen,189,vaccines,crustdata,"Machinery Manufacturing / FFG combines the rich traditions of the German, Swiss, Italian, American, Chines",14.545454545454545% growth,https://www.ffg-ea.com/,,Tier 3,4,industry=2/3 capability=0/2 size=1/2 trigger=1/2,,14.545454545454545,-0.5263157894736842,13.953934740882918,,,0,,,,,500000000,1000000000,2013,,,5937,24778477
HBT Group,DEU,Lünen,189,vaccines,crustdata,"Machinery Manufacturing / HBT GmbH, headquartered in Luenen, NRW, Germany, is a world class machine manufa",0.0% growth,https://hbt-group.com/,,Tier 3,4,industry=2/3 capability=0/2 size=1/2 trigger=1/2,,0.0,0.0,0.0,,,0,,,,,20000000,50000000,2023,,,3616,93156698
Leibniz Institute for Agricultural Engineering and Bioeconomy (ATB),DEU,Potsdam,187,veterinary_pharma,crustdata,Research Services / The Leibniz Institute for Neurobiology (LIN) in Magdeburg is an internationally ,1.0810810810810811% growth,https://www.atb-potsdam.de/en,,Tier 3,4,industry=2/3 capability=0/2 size=1/2 trigger=1/2,,1.0810810810810811,1.6304347826086956,36.882972823072656,,,0,,,,,20000000,50000000,1992,,,4936,18081460
PG&F Superabrasives GmbH,DEU,Meerbusch,185,vaccines,crustdata,Abrasives and Nonmetallic Minerals Manufacturing / Formerly WENDT GmbH. In 2025 WENDT India has signed a trademark assignment agree,1.6483516483516485% growth,https://www.3mdeutschland.de/3M/de_DE/metallverarbeitung-de/anwendungen/prazisionsschleifen/,,Tier 3,4,industry=2/3 capability=0/2 size=1/2 trigger=1/2,,1.6483516483516485,0.0,2.4563671622495153,,,,,,,,100000000,500000000,1920,,,1585,581190
